OSGR10km,Year,Count Red,Count Grey,Latitude(WGS84),Longitude(WGS84),Ratio Red/Grey
NN12,2010,3,0,56.40264,-5.012605,1
NN12,2011,5,0,56.40311,-5.04193,1
NN12,2012,2,0,56.4034,-5.03876,1
NN12,2013,1,0,56.39356,-5.05872,1
NN12,2015,5,0,56.408162,-4.999828,1
NN12,2016,2,0,56.40774,-4.96968,1
NN12,2017,11,0,56.39439875,-5.00709875,1
NN15,2012,1,0,56.67244,-5.08057,1
NN15,2017,5,0,56.68118,-5.06605,1
NN16,2008,18,0,56.7141475,-4.96854625,1
NN16,2010,3,0,56.772035,-5.03463,1
NN16,2011,4,0,56.740875,-5.00352,1
NN17,2008,5,1,56.819729,-5.089213,0.833333333
NN17,2009,3,0,56.79686,-5.079226667,1
NN17,2010,12,0,56.830997,-5.058656,1
NN17,2011,7,0,56.827754,-5.059522,1
NN17,2012,1,0,56.80194,-5.07809,1
NN17,2013,1,0,56.866,-5.06259,1
NN17,2015,1,0,56.84359,-5.02902,1
NN17,2016,3,0,56.80432,-5.072545,1
NN17,2017,3,0,56.83231,-5.06746,1
NN18,2011,2,0,56.89176,-5.04598,1
NN18,2014,3,0,56.93409,-5.012636667,1
NN18,2015,7,0,56.93367286,-5.004602857,1
NN18,2016,1,0,56.95476,-5.0035,1
NN18,2017,5,0,56.914554,-5.038038,1
NN20,2010,111,6,56.19357986,-4.793299156,0.948717949
NN20,2011,24,5,56.20888,-4.766404318,0.827586207
NN20,2012,7,1,56.19266583,-4.776328333,0.875
NN20,2013,18,0,56.18248063,-4.86822875,1
NN20,2014,6,0,56.199545,-4.75901,1
NN20,2015,62,0,56.18899314,-4.81550451,1
NN20,2016,68,3,56.19153787,-4.802482795,0.957746479
NN20,2017,72,4,56.19797944,-4.791466213,0.947368421
NN22,2011,1,0,56.40806,-4.85974,1
NN23,2008,1,0,56.51536,-4.76539,1
NN27,2010,1,0,56.86492,-4.88954,1
NN28,2008,1,0,56.93257,-4.95403,1
NN28,2009,1,0,56.89236,-4.82925,1
NN28,2011,3,0,56.95637,-4.910926667,1
NN28,2012,6,0,56.949475,-4.9233,1
NN28,2015,2,0,56.92315,-4.876075,1
NN28,2016,5,0,56.910634,-4.86919,1
NN28,2017,5,0,56.88953333,-4.85316,1
NN29,2011,1,0,57.02282,-4.82112,1
NN29,2015,1,0,57.03195,-4.81522,1
NN30,2008,3,0,56.21865,-4.716016667,1
NN30,2010,41,30,56.21524156,-4.730166742,0.577464789
NN30,2011,82,65,56.22612156,-4.710419354,0.557823129
NN30,2012,5,3,56.20387667,-4.722909167,0.625
NN30,2013,5,0,56.21426667,-4.722506667,1
NN30,2014,4,0,56.21228,-4.7116675,1
NN30,2015,20,0,56.2129045,-4.720117,1
NN30,2016,27,0,56.20750316,-4.727315789,1
NN30,2017,32,0,56.21640414,-4.722181724,1
NN31,2008,1,0,56.27486,-4.70761,1
NN31,2010,1,0,56.27797,-4.60443,1
NN31,2015,5,0,56.28391,-4.599995,1
NN31,2016,2,0,56.28685,-4.60989,1
NN31,2017,2,0,56.30516,-4.71946,1
NN32,2011,1,0,56.41471,-4.66657,1
NN32,2012,1,0,56.38827,-4.61869,1
NN32,2013,5,0,56.411055,-4.65823,1
NN32,2014,1,0,56.40749,-4.65324,1
NN32,2015,5,0,56.404745,-4.64471,1
NN32,2016,8,0,56.40847,-4.652796667,1
NN32,2017,5,0,56.39789333,-4.628836667,1
NN33,2017,1,0,56.43596,-4.69797,1
NN35,2010,3,0,56.65228,-4.62694,1
NN37,2012,1,0,56.8743,-4.70979,1
NN37,2014,2,0,56.86753,-4.70052,1
NN38,2015,4,0,56.88483,-4.700705,1
NN38,2016,1,0,56.89596,-4.66374,1
NN38,2017,1,0,56.88435,-4.70231,1
NN39,2011,2,0,57.051145,-4.80257,1
NN40,2008,34,0,56.18567448,-4.457678966,1
NN40,2010,22,0,56.19195944,-4.483602778,1
NN40,2011,18,0,56.18469077,-4.438516154,1
NN40,2012,6,0,56.18607667,-4.45753,1
NN40,2013,2,0,56.184525,-4.450675,1
NN40,2014,4,0,56.189065,-4.470945,1
NN40,2015,14,0,56.18286667,-4.42892,1
NN40,2016,20,0,56.184736,-4.4563845,1
NN40,2017,9,0,56.18044111,-4.460808889,1
NN41,2011,2,0,56.26153,-4.53065,1
NN41,2013,1,0,56.2586,-4.5265,1
NN42,2012,1,0,56.39957,-4.57262,1
NN42,2015,1,0,56.41062,-4.53568,1
NN42,2017,1,0,56.41457,-4.51811,1
NN44,2017,1,0,56.5369,-4.51321,1
NN48,2011,1,0,56.89258,-4.61095,1
NN48,2012,1,0,56.94715,-4.4708,1
NN48,2016,1,0,56.90948,-4.57599,1
NN48,2017,1,0,56.92259,-4.5506,1
NN50,2008,53,0,56.18512038,-4.372689231,1
NN50,2010,66,8,56.18954914,-4.363773586,0.891891892
NN50,2011,38,22,56.18833933,-4.365324167,0.633333333
NN50,2012,39,0,56.18934556,-4.362263704,1
NN50,2013,10,5,56.1827625,-4.36670125,0.666666667
NN50,2014,6,0,56.20728667,-4.341635,1
NN50,2015,29,0,56.19799185,-4.378065926,1
NN50,2016,33,0,56.19316609,-4.378052609,1
NN50,2017,55,0,56.20291936,-4.366857447,1
NN51,2008,41,0,56.32932636,-4.336161818,1
NN51,2009,64,0,56.32777,-4.33849,1
NN51,2010,120,1,56.31356043,-4.355994071,0.991735537
NN51,2011,129,11,56.3081717,-4.309083352,0.921428571
NN51,2012,36,0,56.32967826,-4.332797826,1
NN51,2013,59,0,56.32498727,-4.328098182,1
NN51,2014,12,0,56.32158556,-4.319206667,1
NN51,2015,5,0,56.31977,-4.330648,1
NN51,2016,27,0,56.31136077,-4.309225769,1
NN51,2017,32,0,56.31941448,-4.316959655,1
NN52,2010,12,1,56.37887333,-4.308223333,0.923076923
NN52,2011,105,0,56.38496211,-4.289299579,1
NN52,2012,10,0,56.38474444,-4.329674444,1
NN52,2013,7,1,56.37795083,-4.31872,0.875
NN52,2014,6,0,56.37406667,-4.334165,1
NN52,2015,16,0,56.38143875,-4.30521875,1
NN52,2016,21,0,56.38991167,-4.308913889,1
NN52,2017,24,0,56.39268105,-4.317303158,1
NN53,2008,3,0,56.4895,-4.340325,1
NN53,2010,11,0,56.48081111,-4.311684444,1
NN53,2011,12,0,56.477452,-4.301484,1
NN53,2012,31,0,56.46589833,-4.319331111,1
NN53,2013,1,0,56.44715,-4.32229,1
NN53,2014,11,0,56.4785,-4.323515714,1
NN53,2015,30,0,56.4646052,-4.3128272,1
NN53,2016,35,0,56.46953,-4.309477813,1
NN53,2017,37,0,56.47078917,-4.316140833,1
NN54,2009,2,0,56.59101,-4.32126,1
NN54,2010,3,0,56.59752,-4.30708,1
NN54,2011,3,0,56.59148,-4.31999,1
NN54,2015,1,0,56.59195,-4.31651,1
NN55,2010,2,0,56.686595,-4.3958,1
NN55,2012,6,0,56.68782333,-4.347436667,1
NN55,2014,2,0,56.68123,-4.30199,1
NN55,2015,2,0,56.68704,-4.361135,1
NN55,2016,3,0,56.68798,-4.35453,1
NN55,2017,2,0,56.70274,-4.32659,1
NN57,2008,1,0,56.88368,-4.33454,1
NN58,2010,1,0,56.91579,-4.3013,1
NN58,2011,2,0,56.96146,-4.46072,1
NN58,2012,1,0,56.97543,-4.4242,1
NN58,2014,1,0,56.97342,-4.41173,1
NN58,2015,1,0,56.96508,-4.37829,1
NN59,2010,3,0,56.98692667,-4.35685,1
NN59,2011,2,0,56.991985,-4.380835,1
NN59,2014,1,0,56.99324,-4.31423,1
NN59,2015,1,0,56.99995,-4.31547,1
NN60,2008,23,34,56.23549511,-4.219900682,0.403508772
NN60,2009,38,38,56.249275,-4.2085975,0.5
NN60,2010,178,51,56.24641327,-4.21778834,0.777292576
NN60,2011,231,87,56.24530237,-4.221705401,0.726415094
NN60,2012,86,34,56.24016967,-4.204278762,0.716666667
NN60,2013,34,11,56.24151075,-4.20158625,0.755555556
NN60,2014,23,13,56.23071427,-4.183066115,0.638888889
NN60,2015,65,7,56.23938815,-4.204739352,0.902777778
NN60,2016,85,16,56.24283355,-4.21509737,0.841584158
NN60,2017,76,25,56.24120125,-4.21927429,0.752475248
NN61,2008,1,0,56.26432,-4.19655,1
NN61,2012,2,0,56.31249,-4.11362,1
NN62,2008,13,8,56.39230833,-4.147139167,0.619047619
NN62,2009,8,0,56.39026333,-4.146265,1
NN62,2010,76,12,56.38748799,-4.137901515,0.863636364
NN62,2011,167,33,56.39334391,-4.151079722,0.835
NN62,2012,19,0,56.38789786,-4.154357143,1
NN62,2013,15,0,56.38883167,-4.161413333,1
NN62,2014,7,0,56.38213167,-4.222948333,1
NN62,2015,42,0,56.38772868,-4.16059,1
NN62,2016,40,0,56.38857824,-4.153017353,1
NN62,2017,59,0,56.38611927,-4.174776727,1
NN63,2008,2,0,56.49575,-4.27002,1
NN63,2009,1,0,56.48904,-4.14446,1
NN63,2010,2,0,56.488755,-4.24804,1
NN63,2011,11,0,56.494167,-4.232605,1
NN63,2012,2,0,56.497825,-4.16129,1
NN63,2013,3,0,56.49399,-4.25099,1
NN63,2014,2,0,56.4845,-4.2337,1
NN63,2015,11,0,56.50353625,-4.21499125,1
NN63,2016,3,0,56.48208,-4.261523333,1
NN63,2017,4,0,56.4838775,-4.2181375,1
NN64,2009,1,0,56.60149,-4.23726,1
NN64,2012,1,0,56.60215,-4.19763,1
NN64,2014,2,0,56.60848,-4.1747,1
NN64,2015,4,0,56.6057725,-4.1857825,1
NN64,2016,9,0,56.6057,-4.151155,1
NN64,2017,9,0,56.578276,-4.182678,1
NN65,2008,14,0,56.69590667,-4.165831667,1
NN65,2010,7,0,56.69311667,-4.219426667,1
NN65,2011,3,0,56.69825,-4.18589,1
NN65,2012,4,0,56.681885,-4.215145,1
NN65,2013,2,0,56.7007,-4.185285,1
NN65,2014,1,0,56.69111,-4.15186,1
NN65,2015,3,0,56.69630333,-4.211303333,1
NN65,2016,8,0,56.7016025,-4.1913375,1
NN65,2017,5,0,56.693458,-4.207874,1
NN66,2010,1,0,56.73524,-4.16158,1
NN66,2011,1,0,56.73524,-4.16158,1
NN66,2012,1,0,56.73524,-4.16158,1
NN66,2013,4,0,56.73495333,-4.177913333,1
NN68,2015,1,0,56.91426,-4.23459,1
NN69,2008,2,0,57.02748,-4.209245,1
NN69,2009,11,0,57.05726,-4.160136667,1
NN69,2010,7,0,57.01188429,-4.240621429,1
NN69,2011,8,0,57.02543571,-4.210011429,1
NN69,2012,5,0,57.0284975,-4.183565,1
NN69,2015,4,0,57.01904667,-4.234253333,1
NN69,2016,16,0,57.019676,-4.24882,1
NN69,2017,8,0,57.026536,-4.221386,1
NN70,2008,3,6,56.18577417,-4.014790833,0.333333333
NN70,2009,1,0,56.22047,-4.08427,1
NN70,2010,9,7,56.1993525,-4.013745,0.5625
NN70,2011,25,32,56.19354118,-4.036548824,0.438596491
NN70,2012,37,19,56.18810404,-4.011952273,0.660714286
NN70,2013,19,12,56.18823007,-3.991120147,0.612903226
NN70,2014,6,14,56.18734474,-4.003938718,0.3
NN70,2015,27,13,56.19727076,-4.022322847,0.675
NN70,2016,39,15,56.19359877,-3.990607436,0.722222222
NN70,2017,42,15,56.19289603,-3.991912594,0.736842105
NN71,2008,1,0,56.30273,-3.94174,1
NN71,2009,4,1,56.34833,-3.984515,0.8
NN71,2010,2,0,56.351865,-3.99093,1
NN71,2011,2,6,56.34105167,-3.983035,0.25
NN71,2013,1,0,56.35423,-3.96079,1
NN71,2014,2,0,56.34818,-3.98382,1
NN71,2015,5,1,56.343443,-3.969379,0.833333333
NN71,2016,1,0,56.35455,-3.96056,1
NN72,2008,1,0,56.37574,-3.98432,1
NN72,2009,5,4,56.37645542,-4.000084583,0.555555556
NN72,2010,12,3,56.37973688,-4.00224875,0.8
NN72,2011,43,71,56.38346726,-4.011470348,0.377192982
NN72,2012,35,47,56.38508337,-4.007537045,0.426829268
NN72,2013,39,36,56.38202144,-4.004089049,0.52
NN72,2014,24,9,56.37696219,-3.986956563,0.727272727
NN72,2015,84,49,56.3779368,-4.004869245,0.631578947
NN72,2016,97,29,56.37706203,-3.999497813,0.76984127
NN72,2017,71,19,56.37873061,-4.000108768,0.788888889
NN73,2010,2,0,56.5317,-4.10805,1
NN73,2012,2,0,56.53154,-4.10816,1
NN73,2013,1,0,56.52725,-4.11183,1
NN73,2015,2,0,56.519535,-4.09263,1
NN74,2008,12,0,56.588738,-3.996363,1
NN74,2009,1,0,56.57881,-3.98518,1
NN74,2010,10,0,56.58331222,-4.029962222,1
NN74,2011,6,1,56.6005275,-4.024285,0.857142857
NN74,2012,5,0,56.599702,-4.040386,1
NN74,2013,5,0,56.56415,-4.04406,1
NN74,2014,4,0,56.60783,-4.004873333,1
NN74,2015,18,0,56.597216,-4.002756667,1
NN74,2016,18,0,56.60674455,-4.027959091,1
NN74,2017,61,0,56.59288653,-4.056745306,1
NN75,2008,2,0,56.700765,-4.028345,1
NN75,2010,8,0,56.68696,-4.0293875,1
NN75,2011,1,0,56.62692,-4.00972,1
NN75,2012,2,0,56.69177,-4.05563,1
NN75,2014,11,1,56.65074455,-4.011086364,0.916666667
NN75,2015,10,0,56.693095,-4.01650875,1
NN75,2016,22,0,56.701182,-4.069974667,1
NN75,2017,8,0,56.68406714,-4.056045714,1
NN76,2008,2,0,56.79778,-4.016805,1
NN76,2010,7,0,56.74973833,-4.08238,1
NN76,2011,1,0,56.80301,-4.04362,1
NN76,2012,5,0,56.75533333,-4.07925,1
NN76,2013,1,0,56.75462,-4.08687,1
NN76,2015,2,0,56.72403,-4.11541,1
NN76,2016,8,0,56.71859,-4.11838,1
NN76,2017,6,0,56.759622,-4.040538,1
NN79,2008,15,0,57.06784,-4.086047143,1
NN79,2009,6,0,57.067712,-4.04714,1
NN79,2010,27,0,57.06509667,-4.103582778,1
NN79,2011,5,0,57.06379667,-4.11849,1
NN79,2012,8,0,57.066715,-4.123056667,1
NN79,2013,3,0,57.06666333,-4.11728,1
NN79,2014,4,0,57.06586,-4.1173875,1
NN79,2015,22,0,57.064852,-4.106374,1
NN79,2016,14,0,57.06059273,-4.125231818,1
NN79,2017,16,0,57.0636775,-4.112025,1
NN80,2008,3,0,56.25249333,-3.87786,1
NN80,2009,0,1,56.26562,-3.78,0
NN80,2010,0,1,56.26521,-3.78055,0
NN80,2011,7,10,56.24038633,-3.865445,0.411764706
NN80,2012,13,1,56.24943357,-3.828992143,0.928571429
NN80,2013,3,0,56.259985,-3.882715,1
NN80,2014,4,1,56.261165,-3.860913333,0.8
NN80,2015,11,0,56.238645,-3.8715125,1
NN80,2016,14,0,56.23376364,-3.870538182,1
NN80,2017,10,1,56.21563714,-3.894579286,0.909090909
NN81,2008,8,0,56.33395375,-3.8759925,1
NN81,2009,2,2,56.32511,-3.843805,0.5
NN81,2010,3,3,56.2956525,-3.873845833,0.5
NN81,2011,10,5,56.31120619,-3.847212857,0.666666667
NN81,2012,2,1,56.317555,-3.823235,0.666666667
NN81,2013,3,0,56.29911,-3.835225,1
NN81,2014,11,1,56.30847571,-3.855295714,0.916666667
NN81,2015,8,1,56.3302325,-3.819634375,0.888888889
NN81,2016,11,0,56.32809667,-3.835898889,1
NN81,2017,6,6,56.32329958,-3.844901667,0.5
NN82,2008,8,5,56.3789,-3.869484167,0.615384615
NN82,2009,5,9,56.385024,-3.856622,0.357142857
NN82,2010,4,26,56.37773542,-3.848086042,0.133333333
NN82,2011,11,45,56.37454004,-3.863347988,0.196428571
NN82,2012,22,30,56.37713124,-3.852207492,0.423076923
NN82,2013,18,14,56.38543651,-3.872550159,0.5625
NN82,2014,21,96,56.38373595,-3.888701593,0.179487179
NN82,2015,28,146,56.38937595,-3.853050627,0.16091954
NN82,2016,32,61,56.3821682,-3.852751354,0.344086022
NN82,2017,38,45,56.38226437,-3.848217996,0.457831325
NN83,2015,1,0,56.46294,-3.80545,1
NN84,2008,19,0,56.61544909,-3.879622727,1
NN84,2009,4,0,56.6084,-3.90282,1
NN84,2010,7,0,56.610704,-3.864838,1
NN84,2011,1,0,56.62121,-3.91732,1
NN84,2012,14,0,56.61140125,-3.86774125,1
NN84,2013,9,0,56.616866,-3.873738,1
NN84,2014,5,0,56.60511,-3.883556667,1
NN84,2015,15,0,56.61893,-3.90046,1
NN84,2016,37,0,56.61937136,-3.876373182,1
NN84,2017,24,0,56.61910643,-3.879410714,1
NN85,2008,9,0,56.64046375,-3.82829625,1
NN85,2009,4,0,56.65061,-3.81442,1
NN85,2010,5,0,56.666648,-3.869036,1
NN85,2011,11,0,56.65662,-3.82405125,1
NN85,2012,24,0,56.65416273,-3.828954545,1
NN85,2014,15,1,56.65141125,-3.807018125,0.9375
NN85,2015,19,0,56.661922,-3.843775,1
NN85,2016,10,0,56.67023714,-3.858262857,1
NN85,2017,24,0,56.64713353,-3.830909412,1
NN86,2008,82,0,56.77080107,-3.885289643,1
NN86,2009,2,2,56.751295,-3.8711975,0.5
NN86,2010,29,0,56.7480125,-3.862810625,1
NN86,2011,79,1,56.776583,-3.8420872,0.9875
NN86,2012,64,0,56.77206,-3.851960286,1
NN86,2013,82,2,56.78700394,-3.841392161,0.976190476
NN86,2014,171,1,56.74946756,-3.829136423,0.994186047
NN86,2015,26,0,56.77319895,-3.869107368,1
NN86,2016,116,2,56.76010648,-3.845276621,0.983050847
NN86,2017,77,0,56.77403448,-3.851190862,1
NN87,2011,2,0,56.81709,-3.82819,1
NN87,2012,2,0,56.8126,-3.82797,1
NN89,2010,2,0,57.073405,-3.962,1
NN89,2011,1,0,57.05634,-3.90177,1
NN89,2012,1,0,57.0458,-3.8559,1
NN90,2008,3,0,56.236995,-3.70609,1
NN90,2009,1,0,56.18513,-3.62158,1
NN90,2010,8,0,56.23881333,-3.68409,1
NN90,2011,6,0,56.22788,-3.64686,1
NN90,2012,18,0,56.21925667,-3.654531667,1
NN90,2013,4,0,56.2460925,-3.6945975,1
NN90,2014,3,1,56.1906175,-3.6156125,0.75
NN90,2015,11,1,56.254513,-3.704683,0.916666667
NN90,2016,16,0,56.22834357,-3.668017857,1
NN90,2017,17,0,56.25227929,-3.705115,1
NN91,2008,7,2,56.30264,-3.692001667,0.777777778
NN91,2009,1,1,56.28382,-3.704155,0.5
NN91,2010,14,3,56.29086938,-3.720260625,0.823529412
NN91,2011,10,9,56.2984766,-3.712571528,0.526315789
NN91,2012,7,2,56.3031445,-3.7353995,0.777777778
NN91,2013,4,1,56.29621375,-3.7141675,0.8
NN91,2014,14,6,56.3052525,-3.719229135,0.7
NN91,2015,21,11,56.30460196,-3.720389035,0.65625
NN91,2016,16,3,56.31111154,-3.705032179,0.842105263
NN91,2017,33,59,56.31162487,-3.73465984,0.358695652
NN92,2008,11,0,56.429635,-3.708593333,1
NN92,2009,5,0,56.413895,-3.731385,1
NN92,2010,7,0,56.42046857,-3.719205714,1
NN92,2011,39,69,56.4163706,-3.717852845,0.361111111
NN92,2012,49,4,56.41650693,-3.715984508,0.924528302
NN92,2013,57,11,56.40428594,-3.71022417,0.838235294
NN92,2014,9,64,56.39529109,-3.747365078,0.123287671
NN92,2015,45,56,56.39192363,-3.753255903,0.445544554
NN92,2016,26,1,56.38794104,-3.750999167,0.962962963
NN92,2017,40,5,56.38780119,-3.731153541,0.888888889
NN93,2008,2,0,56.53582,-3.719075,1
NN93,2009,2,0,56.53765,-3.66752,1
NN93,2010,1,0,56.52597,-3.76537,1
NN93,2011,1,0,56.45387,-3.68332,1
NN93,2012,1,0,56.53894,-3.70498,1
NN93,2013,1,0,56.53337,-3.7723,1
NN93,2014,4,0,56.495965,-3.72124,1
NN93,2015,3,0,56.53537667,-3.702113333,1
NN93,2016,7,0,56.53081667,-3.72846,1
NN93,2017,2,0,56.52091,-3.773255,1
NN94,2009,8,1,56.59290875,-3.64247625,0.888888889
NN94,2010,5,0,56.58836,-3.689475,1
NN94,2011,7,0,56.586725,-3.68134,1
NN94,2012,7,0,56.57986,-3.63781,1
NN94,2013,0,1,56.62878,-3.63894,0
NN94,2015,6,0,56.588138,-3.654766,1
NN94,2016,10,1,56.61199929,-3.646006429,0.909090909
NN94,2017,15,0,56.593435,-3.64141375,1
NN95,2008,54,2,56.68997538,-3.732879773,0.964285714
NN95,2009,8,3,56.69432976,-3.727104286,0.727272727
NN95,2010,7,9,56.69028056,-3.723190635,0.4375
NN95,2011,57,48,56.69690369,-3.721323614,0.542857143
NN95,2012,69,3,56.68123252,-3.743728129,0.958333333
NN95,2013,44,1,56.69565806,-3.724799839,0.977777778
NN95,2014,34,0,56.69608095,-3.736615238,1
NN95,2015,97,2,56.69586911,-3.722599494,0.97979798
NN95,2016,62,0,56.6943807,-3.735032632,1
NN95,2017,73,1,56.6882664,-3.71729,0.986486486
NN96,2008,5,0,56.73684667,-3.77443,1
NN96,2009,4,1,56.73624667,-3.779715,0.8
NN96,2010,14,1,56.741249,-3.774669,0.933333333
NN96,2011,4,1,56.74235,-3.7666525,0.8
NN96,2012,5,0,56.733828,-3.770216,1
NN96,2013,7,0,56.73226,-3.76846,1
NN96,2014,19,0,56.73375833,-3.776528889,1
NN96,2015,17,0,56.73254063,-3.779476875,1
NN96,2016,15,0,56.73253727,-3.779123636,1
NN96,2017,8,0,56.74274333,-3.775386667,1
NN97,2008,1,0,56.84969,-3.74779,1
NN97,2011,3,0,56.84246667,-3.760286667,1
NN97,2012,2,0,56.84969,-3.74779,1
NN97,2013,1,0,56.8594,-3.72774,1
NN97,2014,2,0,56.84743,-3.74851,1
NO00,2008,4,0,56.2146525,-3.542575,1
NO00,2009,3,1,56.2594,-3.50364,0.75
NO00,2010,15,0,56.22414111,-3.524722222,1
NO00,2011,16,3,56.21384143,-3.553490357,0.842105263
NO00,2012,11,0,56.2160925,-3.52697,1
NO00,2013,7,0,56.19686857,-3.596132857,1
NO00,2014,13,0,56.20132455,-3.594109091,1
NO00,2015,35,1,56.19958069,-3.585047931,0.972222222
NO00,2016,38,6,56.19705121,-3.57342875,0.863636364
NO00,2017,30,0,56.20267296,-3.561438889,1
NO01,2008,1,0,56.35704,-3.52853,1
NO01,2009,13,5,56.3479755,-3.52269075,0.722222222
NO01,2010,4,3,56.32199,-3.51013875,0.571428571
NO01,2011,24,18,56.33664089,-3.512047679,0.571428571
NO01,2012,12,3,56.33152833,-3.539891667,0.8
NO01,2013,7,0,56.30588,-3.523173333,1
NO01,2014,6,1,56.324116,-3.582879,0.857142857
NO01,2015,15,4,56.34675879,-3.523264242,0.789473684
NO01,2016,14,2,56.32146909,-3.55378,0.875
NO01,2017,8,6,56.33378288,-3.534361875,0.571428571
NO02,2008,7,7,56.43431167,-3.564075,0.5
NO02,2009,1,0,56.42623,-3.52806,1
NO02,2010,6,8,56.42293867,-3.542311833,0.428571429
NO02,2011,54,68,56.43441631,-3.510138974,0.442622951
NO02,2012,35,33,56.42081571,-3.549409515,0.514705882
NO02,2013,6,40,56.43278667,-3.53607491,0.130434783
NO02,2014,10,26,56.42211245,-3.545638077,0.277777778
NO02,2015,51,58,56.42225243,-3.538677523,0.467889908
NO02,2016,39,47,56.41783864,-3.539059028,0.453488372
NO02,2017,27,62,56.428224,-3.535077201,0.303370787
NO03,2008,0,5,56.50611,-3.53448,0
NO03,2009,3,4,56.52141417,-3.513994167,0.428571429
NO03,2010,7,16,56.5196511,-3.524728297,0.304347826
NO03,2011,25,39,56.48950004,-3.507202202,0.390625
NO03,2012,13,7,56.49506077,-3.515329359,0.65
NO03,2013,11,9,56.49226409,-3.509204747,0.55
NO03,2014,4,84,56.51845369,-3.512454167,0.045454545
NO03,2015,40,32,56.49720005,-3.520815025,0.555555556
NO03,2016,32,15,56.49145133,-3.534838,0.680851064
NO03,2017,19,19,56.50583805,-3.514971563,0.5
NO04,2008,19,7,56.56787219,-3.571076125,0.730769231
NO04,2009,17,10,56.56010071,-3.562927357,0.62962963
NO04,2010,513,149,56.57328495,-3.566049324,0.774924471
NO04,2011,95,124,56.56448133,-3.575268596,0.433789954
NO04,2012,118,40,56.56497874,-3.578641347,0.746835443
NO04,2013,77,45,56.56186549,-3.560021026,0.631147541
NO04,2014,47,86,56.56203677,-3.564240803,0.353383459
NO04,2015,80,27,56.56973139,-3.566275907,0.747663551
NO04,2016,105,56,56.5708234,-3.576091886,0.652173913
NO04,2017,145,57,56.56779067,-3.566125177,0.717821782
NO05,2008,1,0,56.71965,-3.48602,1
NO05,2010,3,0,56.71208667,-3.493863333,1
NO05,2011,2,0,56.71874,-3.52087,1
NO05,2012,6,0,56.72031667,-3.51121,1
NO05,2014,1,0,56.63885,-3.6247,1
NO05,2015,10,0,56.70182,-3.52368,1
NO05,2016,2,0,56.70607,-3.49528,1
NO06,2008,3,0,56.729935,-3.508895,1
NO06,2010,2,0,56.74018,-3.534255,1
NO06,2011,10,0,56.734866,-3.520626,1
NO06,2012,1,0,56.74941,-3.55097,1
NO06,2013,1,0,56.73457,-3.51603,1
NO06,2015,5,0,56.75327,-3.55626,1
NO06,2016,6,0,56.75043,-3.5411975,1
NO06,2017,9,0,56.741585,-3.54166,1
NO08,2008,16,0,56.98919889,-3.531033333,1
NO08,2009,3,0,56.98799333,-3.51096,1
NO08,2010,7,0,56.98750571,-3.540645714,1
NO08,2011,12,0,56.98866556,-3.529814444,1
NO08,2012,5,0,56.971446,-3.55624,1
NO08,2013,4,0,56.98657,-3.517213333,1
NO08,2014,6,0,56.98831667,-3.509723333,1
NO08,2015,3,0,56.98545,-3.50263,1
NO08,2016,11,0,56.98853833,-3.540328333,1
NO08,2017,27,0,56.98879917,-3.543805,1
NO09,2008,2,0,56.99483,-3.52125,1
NO09,2011,7,0,57.00559857,-3.547047143,1
NO09,2012,3,0,56.99277,-3.48701,1
NO09,2014,1,0,57.02443,-3.61513,1
NO09,2015,4,0,57.0210175,-3.58092,1
NO09,2016,3,0,56.99501333,-3.52496,1
NO09,2017,2,0,57.006835,-3.536785,1
NO10,2009,5,0,56.230056,-3.384434,1
NO10,2010,3,10,56.2304125,-3.3931,0.230769231
NO10,2011,14,7,56.22097875,-3.37996525,0.666666667
NO10,2012,31,5,56.22446924,-3.381490667,0.861111111
NO10,2013,21,4,56.21787733,-3.372472833,0.84
NO10,2014,31,8,56.2332162,-3.394360926,0.794871795
NO10,2015,99,6,56.21743298,-3.412434737,0.942857143
NO10,2016,81,12,56.21824546,-3.40407274,0.870967742
NO10,2017,73,8,56.21778768,-3.394220498,0.901234568
NO11,2008,3,2,56.33300833,-3.38093,0.6
NO11,2009,7,0,56.30299,-3.360433333,1
NO11,2010,19,22,56.3385925,-3.384424583,0.463414634
NO11,2011,25,3,56.33198483,-3.365232583,0.892857143
NO11,2012,24,6,56.31215458,-3.390290694,0.8
NO11,2013,3,0,56.354355,-3.400125,1
NO11,2014,10,1,56.30545071,-3.397180714,0.909090909
NO11,2015,33,8,56.31637979,-3.388099583,0.804878049
NO11,2016,33,7,56.32250517,-3.356077913,0.825
NO11,2017,57,8,56.32848435,-3.398692411,0.876923077
NO12,2008,9,5,56.3992325,-3.401744167,0.642857143
NO12,2009,5,12,56.40668722,-3.412220111,0.294117647
NO12,2010,31,24,56.40353675,-3.392795812,0.563636364
NO12,2011,36,81,56.39798945,-3.406512182,0.307692308
NO12,2012,31,42,56.40750312,-3.397477228,0.424657534
NO12,2013,8,3,56.40815024,-3.408873333,0.727272727
NO12,2014,10,8,56.4003595,-3.421523667,0.555555556
NO12,2015,40,34,56.40405935,-3.409659442,0.540540541
NO12,2016,37,37,56.4055574,-3.417030747,0.5
NO12,2017,46,33,56.40249631,-3.413467028,0.582278481
NO13,2008,4,2,56.51463167,-3.409723333,0.666666667
NO13,2009,4,3,56.5260225,-3.41211125,0.571428571
NO13,2010,10,13,56.52253778,-3.378671111,0.434782609
